1770619171.256030 server started (20939): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1770619171.256099 on Darwin 25.2.0 Darwin Kernel Version 25.2.0: Tue Nov 18 21:09:55 PST 2025; root:xnu-12377.61.12~1/RELEASE_ARM64_T8103
1770619171.256112 using libevent 2.1.12-stable select
1770619171.256127 using utf8proc 2.11.3
1770619171.256136 using ncurses 6.5 20240427
1770619171.308344 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.308347 cmd_parse_build_commands 0:2: ?
1770619171.308350 cmd_parse_build_commands 0:3 0:0: command-prompt
1770619171.308354 cmd_parse_build_commands 0:3 0:1: -T
1770619171.308357 cmd_parse_build_commands 0:3 0:2: search
1770619171.308360 cmd_parse_build_commands 0:3 0:3: -p(search up)
1770619171.308364 cmd_parse_build_commands 0:3 0:4 0:0: send
1770619171.308367 cmd_parse_build_commands 0:3 0:4 0:1: -X
1770619171.308371 cmd_parse_build_commands 0:3 0:4 0:2: search-backward
1770619171.308374 cmd_parse_build_commands 0:3 0:4 0:3: --
1770619171.308377 cmd_parse_build_commands 0:3 0:4 0:4: %%
1770619171.308381 cmd_parse_build_commands 0:0: command-prompt
1770619171.308384 cmd_parse_build_commands 0:1: -T
1770619171.308388 cmd_parse_build_commands 0:2: search
1770619171.308391 cmd_parse_build_commands 0:3: -p(search up)
1770619171.308395 cmd_parse_build_commands 0:4 0:0: send
1770619171.308398 cmd_parse_build_commands 0:4 0:1: -X
1770619171.308401 cmd_parse_build_commands 0:4 0:2: search-backward
1770619171.308404 cmd_parse_build_commands 0:4 0:3: --
1770619171.308407 cmd_parse_build_commands 0:4 0:4: %%
1770619171.308412 cmd_parse_build_commands 0:0: send
1770619171.308415 cmd_parse_build_commands 0:1: -X
1770619171.308418 cmd_parse_build_commands 0:2: search-backward
1770619171.308422 cmd_parse_build_commands 0:3: --
1770619171.308425 cmd_parse_build_commands 0:4: %%
1770619171.308429 args_parse_flags: next -X
1770619171.308433 args_parse_flags: -X
1770619171.308436 args_parse_flags: next search-backward
1770619171.308439 args_parse: flags end at 2 of 5
1770619171.308443 args_parse: 2 = search-backward (type STRING)
1770619171.308446 args_parse: 3 = -- (type STRING)
1770619171.308450 args_parse: 4 = %% (type STRING)
1770619171.308456 cmd_parse_build_commands: send-keys -X search-backward -- "%%"
1770619171.308460 args_parse_flags: next -T
1770619171.308463 args_parse_flag_argument: -T = search
1770619171.308467 args_parse_flags: next -p(search up)
1770619171.308470 args_parse_flag_argument: -p = (search up)
1770619171.308473 args_parse: flags end at 4 of 5
1770619171.308480 args_parse: 4 = send-keys -X search-backward -- "%%" (type COMMANDS)
1770619171.308489 cmd_parse_build_commands: command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" }
1770619171.308493 args_parse_flags: next -Tcopy-mode-vi
1770619171.308496 args_parse_flag_argument: -T = copy-mode-vi
1770619171.308500 args_parse_flags: next ?
1770619171.308503 args_parse: flags end at 2 of 4
1770619171.308506 args_parse: 2 = ? (type STRING)
1770619171.308515 args_parse: 3 = command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" } (type COMMANDS)
1770619171.308528 cmd_parse_build_commands: bind-key -T copy-mode-vi ? { command-prompt -T search -p "(search up)" { send-keys -X search-backward -- "%%" } }
1770619171.308532 cmdq_get_command: [bind-key/0xac6cbcc00] group 2280
1770619171.308536 cmdq_append <global>: [bind-key/0xac6cbcc00]
1770619171.308539 yylex_token: end at WS
1770619171.308542 yylex_token: bind
1770619171.308547 yylex_token: end at WS
1770619171.308550 yylex_token: -Tcopy-mode-vi
1770619171.308553 yylex_token: end at WS
1770619171.308556 yylex_token: A
1770619171.308560 yylex_token: end at WS
1770619171.308563 yylex_token: send
1770619171.308566 yylex_token: end at WS
1770619171.308569 yylex_token: -X
1770619171.308574 yylex_token: end at WS
1770619171.308577 yylex_token: append-selection-and-cancel
1770619171.308581 cmd_parse_build_commands 0:0: bind
1770619171.308585 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.308588 cmd_parse_build_commands 0:2: A
1770619171.308591 cmd_parse_build_commands 0:3 0:0: send
1770619171.308595 cmd_parse_build_commands 0:3 0:1: -X
1770619171.308598 cmd_parse_build_commands 0:3 0:2: append-selection-and-cancel
1770619171.308614 cmd_parse_build_commands 0:0: send
1770619171.308618 cmd_parse_build_commands 0:1: -X
1770619171.308622 cmd_parse_build_commands 0:2: append-selection-and-cancel
1770619171.308626 args_parse_flags: next -X
1770619171.308629 args_parse_flags: -X
1770619171.308633 args_parse_flags: next append-selection-and-cancel
1770619171.308636 args_parse: flags end at 2 of 3
1770619171.308640 args_parse: 2 = append-selection-and-cancel (type STRING)
1770619171.308646 cmd_parse_build_commands: send-keys -X append-selection-and-cancel
1770619171.308649 args_parse_flags: next -Tcopy-mode-vi
1770619171.308653 args_parse_flag_argument: -T = copy-mode-vi
1770619171.308656 args_parse_flags: next A
1770619171.308659 args_parse: flags end at 2 of 4
1770619171.308662 args_parse: 2 = A (type STRING)
1770619171.308668 args_parse: 3 = send-keys -X append-selection-and-cancel (type COMMANDS)
1770619171.308676 cmd_parse_build_commands: bind-key -T copy-mode-vi A { send-keys -X append-selection-and-cancel }
1770619171.308681 cmdq_get_command: [bind-key/0xac6cbcd00] group 2292
1770619171.308684 cmdq_append <global>: [bind-key/0xac6cbcd00]
1770619171.308687 yylex_token: end at WS
1770619171.308691 yylex_token: bind
1770619171.308695 yylex_token: end at WS
1770619171.308698 yylex_token: -Tcopy-mode-vi
1770619171.308701 yylex_token: end at WS
1770619171.308704 yylex_token: B
1770619171.308708 yylex_token: end at WS
1770619171.308711 yylex_token: send
1770619171.308714 yylex_token: end at WS
1770619171.308717 yylex_token: -X
1770619171.308725 yylex_token: end at WS
1770619171.308729 yylex_token: previous-space
1770619171.308733 cmd_parse_build_commands 0:0: bind
1770619171.308736 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.308739 cmd_parse_build_commands 0:2: B
1770619171.308743 cmd_parse_build_commands 0:3 0:0: send
1770619171.308746 cmd_parse_build_commands 0:3 0:1: -X
1770619171.308750 cmd_parse_build_commands 0:3 0:2: previous-space
1770619171.308753 cmd_parse_build_commands 0:0: send
1770619171.308757 cmd_parse_build_commands 0:1: -X
1770619171.308760 cmd_parse_build_commands 0:2: previous-space
1770619171.308765 args_parse_flags: next -X
1770619171.308768 args_parse_flags: -X
1770619171.308771 args_parse_flags: next previous-space
1770619171.308775 args_parse: flags end at 2 of 3
1770619171.308778 args_parse: 2 = previous-space (type STRING)
1770619171.308783 cmd_parse_build_commands: send-keys -X previous-space
1770619171.308787 args_parse_flags: next -Tcopy-mode-vi
1770619171.308790 args_parse_flag_argument: -T = copy-mode-vi
1770619171.308794 args_parse_flags: next B
1770619171.308797 args_parse: flags end at 2 of 4
1770619171.308800 args_parse: 2 = B (type STRING)
1770619171.308805 args_parse: 3 = send-keys -X previous-space (type COMMANDS)
1770619171.308813 cmd_parse_build_commands: bind-key -T copy-mode-vi B { send-keys -X previous-space }
1770619171.308817 cmdq_get_command: [bind-key/0xac6cbce00] group 2300
1770619171.308821 cmdq_append <global>: [bind-key/0xac6cbce00]
1770619171.308824 yylex_token: end at WS
1770619171.308827 yylex_token: bind
1770619171.308831 yylex_token: end at WS
1770619171.308835 yylex_token: -Tcopy-mode-vi
1770619171.308838 yylex_token: end at WS
1770619171.308841 yylex_token: D
1770619171.308845 yylex_token: end at WS
1770619171.308848 yylex_token: send
1770619171.308851 yylex_token: end at WS
1770619171.308854 yylex_token: -X
1770619171.308859 yylex_token: end at WS
1770619171.308862 yylex_token: copy-pipe-end-of-line-and-cancel
1770619171.308866 cmd_parse_build_commands 0:0: bind
1770619171.308869 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.308873 cmd_parse_build_commands 0:2: D
1770619171.308876 cmd_parse_build_commands 0:3 0:0: send
1770619171.308879 cmd_parse_build_commands 0:3 0:1: -X
1770619171.308883 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1770619171.308887 cmd_parse_build_commands 0:0: send
1770619171.308890 cmd_parse_build_commands 0:1: -X
1770619171.308894 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1770619171.308898 args_parse_flags: next -X
1770619171.308906 args_parse_flags: -X
1770619171.308910 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1770619171.308913 args_parse: flags end at 2 of 3
1770619171.308917 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1770619171.308923 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1770619171.308927 args_parse_flags: next -Tcopy-mode-vi
1770619171.308930 args_parse_flag_argument: -T = copy-mode-vi
1770619171.308933 args_parse_flags: next D
1770619171.308937 args_parse: flags end at 2 of 4
1770619171.308940 args_parse: 2 = D (type STRING)
1770619171.308946 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1770619171.308954 cmd_parse_build_commands: bind-key -T copy-mode-vi D { send-keys -X copy-pipe-end-of-line-and-cancel }
1770619171.308958 cmdq_get_command: [bind-key/0xac6cbcf00] group 2308
1770619171.308961 cmdq_append <global>: [bind-key/0xac6cbcf00]
1770619171.308965 yylex_token: end at WS
1770619171.308968 yylex_token: bind
1770619171.308972 yylex_token: end at WS
1770619171.308976 yylex_token: -Tcopy-mode-vi
1770619171.308979 yylex_token: end at WS
1770619171.308982 yylex_token: E
1770619171.308986 yylex_token: end at WS
1770619171.308989 yylex_token: send
1770619171.308992 yylex_token: end at WS
1770619171.308995 yylex_token: -X
1770619171.308999 yylex_token: end at WS
1770619171.309002 yylex_token: next-space-end
1770619171.309006 cmd_parse_build_commands 0:0: bind
1770619171.309009 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309013 cmd_parse_build_commands 0:2: E
1770619171.309016 cmd_parse_build_commands 0:3 0:0: send
1770619171.309019 cmd_parse_build_commands 0:3 0:1: -X
1770619171.309023 cmd_parse_build_commands 0:3 0:2: next-space-end
1770619171.309026 cmd_parse_build_commands 0:0: send
1770619171.309030 cmd_parse_build_commands 0:1: -X
1770619171.309033 cmd_parse_build_commands 0:2: next-space-end
1770619171.309038 args_parse_flags: next -X
1770619171.309041 args_parse_flags: -X
1770619171.309044 args_parse_flags: next next-space-end
1770619171.309048 args_parse: flags end at 2 of 3
1770619171.309051 args_parse: 2 = next-space-end (type STRING)
1770619171.309056 cmd_parse_build_commands: send-keys -X next-space-end
1770619171.309060 args_parse_flags: next -Tcopy-mode-vi
1770619171.309063 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309066 args_parse_flags: next E
1770619171.309070 args_parse: flags end at 2 of 4
1770619171.309073 args_parse: 2 = E (type STRING)
1770619171.309078 args_parse: 3 = send-keys -X next-space-end (type COMMANDS)
1770619171.309086 cmd_parse_build_commands: bind-key -T copy-mode-vi E { send-keys -X next-space-end }
1770619171.309090 cmdq_get_command: [bind-key/0xac6cbd000] group 2316
1770619171.309093 cmdq_append <global>: [bind-key/0xac6cbd000]
1770619171.309097 yylex_token: end at WS
1770619171.309100 yylex_token: bind
1770619171.309104 yylex_token: end at WS
1770619171.309107 yylex_token: -Tcopy-mode-vi
1770619171.309111 yylex_token: end at WS
1770619171.309114 yylex_token: F
1770619171.309118 yylex_token: end at WS
1770619171.309121 yylex_token: command-prompt
1770619171.309125 yylex_token: end at WS
1770619171.309128 yylex_token: -1p(jump backward)
1770619171.309132 yylex_token: end at WS
1770619171.309135 yylex_token: send
1770619171.309138 yylex_token: end at WS
1770619171.309141 yylex_token: -X
1770619171.309145 yylex_token: end at WS
1770619171.309149 yylex_token: jump-backward
1770619171.309152 yylex_token: end at WS
1770619171.309155 yylex_token: --
1770619171.309158 yylex_token: end at WS
1770619171.309161 yylex_token: %%
1770619171.309165 cmd_parse_build_commands 0:0: bind
1770619171.309169 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309172 cmd_parse_build_commands 0:2: F
1770619171.309176 cmd_parse_build_commands 0:3 0:0: command-prompt
1770619171.309179 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1770619171.309183 cmd_parse_build_commands 0:3 0:2 0:0: send
1770619171.309186 cmd_parse_build_commands 0:3 0:2 0:1: -X
1770619171.309189 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1770619171.309197 cmd_parse_build_commands 0:3 0:2 0:3: --
1770619171.309201 cmd_parse_build_commands 0:3 0:2 0:4: %%
1770619171.309205 cmd_parse_build_commands 0:0: command-prompt
1770619171.309208 cmd_parse_build_commands 0:1: -1p(jump backward)
1770619171.309212 cmd_parse_build_commands 0:2 0:0: send
1770619171.309215 cmd_parse_build_commands 0:2 0:1: -X
1770619171.309218 cmd_parse_build_commands 0:2 0:2: jump-backward
1770619171.309222 cmd_parse_build_commands 0:2 0:3: --
1770619171.309225 cmd_parse_build_commands 0:2 0:4: %%
1770619171.309229 cmd_parse_build_commands 0:0: send
1770619171.309232 cmd_parse_build_commands 0:1: -X
1770619171.309235 cmd_parse_build_commands 0:2: jump-backward
1770619171.309239 cmd_parse_build_commands 0:3: --
1770619171.309242 cmd_parse_build_commands 0:4: %%
1770619171.309246 args_parse_flags: next -X
1770619171.309250 args_parse_flags: -X
1770619171.309253 args_parse_flags: next jump-backward
1770619171.309256 args_parse: flags end at 2 of 5
1770619171.309260 args_parse: 2 = jump-backward (type STRING)
1770619171.309263 args_parse: 3 = -- (type STRING)
1770619171.309267 args_parse: 4 = %% (type STRING)
1770619171.309273 cmd_parse_build_commands: send-keys -X jump-backward -- "%%"
1770619171.309277 args_parse_flags: next -1p(jump backward)
1770619171.309280 args_parse_flags: -1
1770619171.309283 args_parse_flag_argument: -p = (jump backward)
1770619171.309287 args_parse: flags end at 2 of 3
1770619171.309293 args_parse: 2 = send-keys -X jump-backward -- "%%" (type COMMANDS)
1770619171.309302 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" }
1770619171.309305 args_parse_flags: next -Tcopy-mode-vi
1770619171.309309 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309312 args_parse_flags: next F
1770619171.309316 args_parse: flags end at 2 of 4
1770619171.309319 args_parse: 2 = F (type STRING)
1770619171.309327 args_parse: 3 = command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" } (type COMMANDS)
1770619171.309339 cmd_parse_build_commands: bind-key -T copy-mode-vi F { command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward -- "%%" } }
1770619171.309344 cmdq_get_command: [bind-key/0xac6cbd100] group 2324
1770619171.309347 cmdq_append <global>: [bind-key/0xac6cbd100]
1770619171.309351 yylex_token: end at WS
1770619171.309354 yylex_token: bind
1770619171.309358 yylex_token: end at WS
1770619171.309361 yylex_token: -Tcopy-mode-vi
1770619171.309364 yylex_token: end at WS
1770619171.309367 yylex_token: G
1770619171.309371 yylex_token: end at WS
1770619171.309374 yylex_token: send
1770619171.309377 yylex_token: end at WS
1770619171.309380 yylex_token: -X
1770619171.309384 yylex_token: end at WS
1770619171.309387 yylex_token: history-bottom
1770619171.309391 cmd_parse_build_commands 0:0: bind
1770619171.309395 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309398 cmd_parse_build_commands 0:2: G
1770619171.309401 cmd_parse_build_commands 0:3 0:0: send
1770619171.309405 cmd_parse_build_commands 0:3 0:1: -X
1770619171.309408 cmd_parse_build_commands 0:3 0:2: history-bottom
1770619171.309412 cmd_parse_build_commands 0:0: send
1770619171.309415 cmd_parse_build_commands 0:1: -X
1770619171.309419 cmd_parse_build_commands 0:2: history-bottom
1770619171.309423 args_parse_flags: next -X
1770619171.309426 args_parse_flags: -X
1770619171.309430 args_parse_flags: next history-bottom
1770619171.309433 args_parse: flags end at 2 of 3
1770619171.309436 args_parse: 2 = history-bottom (type STRING)
1770619171.309442 cmd_parse_build_commands: send-keys -X history-bottom
1770619171.309445 args_parse_flags: next -Tcopy-mode-vi
1770619171.309448 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309451 args_parse_flags: next G
1770619171.309455 args_parse: flags end at 2 of 4
1770619171.309458 args_parse: 2 = G (type STRING)
1770619171.309463 args_parse: 3 = send-keys -X history-bottom (type COMMANDS)
1770619171.309471 cmd_parse_build_commands: bind-key -T copy-mode-vi G { send-keys -X history-bottom }
1770619171.309479 cmdq_get_command: [bind-key/0xac6cbd200] group 2336
1770619171.309483 cmdq_append <global>: [bind-key/0xac6cbd200]
1770619171.309486 yylex_token: end at WS
1770619171.309490 yylex_token: bind
1770619171.309494 yylex_token: end at WS
1770619171.309497 yylex_token: -Tcopy-mode-vi
1770619171.309500 yylex_token: end at WS
1770619171.309503 yylex_token: H
1770619171.309507 yylex_token: end at WS
1770619171.309510 yylex_token: send
1770619171.309513 yylex_token: end at WS
1770619171.309516 yylex_token: -X
1770619171.309520 yylex_token: end at WS
1770619171.309523 yylex_token: top-line
1770619171.309527 cmd_parse_build_commands 0:0: bind
1770619171.309530 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309534 cmd_parse_build_commands 0:2: H
1770619171.309537 cmd_parse_build_commands 0:3 0:0: send
1770619171.309540 cmd_parse_build_commands 0:3 0:1: -X
1770619171.309544 cmd_parse_build_commands 0:3 0:2: top-line
1770619171.309548 cmd_parse_build_commands 0:0: send
1770619171.309551 cmd_parse_build_commands 0:1: -X
1770619171.309554 cmd_parse_build_commands 0:2: top-line
1770619171.309559 args_parse_flags: next -X
1770619171.309562 args_parse_flags: -X
1770619171.309565 args_parse_flags: next top-line
1770619171.309568 args_parse: flags end at 2 of 3
1770619171.309572 args_parse: 2 = top-line (type STRING)
1770619171.309577 cmd_parse_build_commands: send-keys -X top-line
1770619171.309581 args_parse_flags: next -Tcopy-mode-vi
1770619171.309584 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309587 args_parse_flags: next H
1770619171.309590 args_parse: flags end at 2 of 4
1770619171.309594 args_parse: 2 = H (type STRING)
1770619171.309599 args_parse: 3 = send-keys -X top-line (type COMMANDS)
1770619171.309606 cmd_parse_build_commands: bind-key -T copy-mode-vi H { send-keys -X top-line }
1770619171.309610 cmdq_get_command: [bind-key/0xac6cbd300] group 2344
1770619171.309614 cmdq_append <global>: [bind-key/0xac6cbd300]
1770619171.309617 yylex_token: end at WS
1770619171.309620 yylex_token: bind
1770619171.309624 yylex_token: end at WS
1770619171.309628 yylex_token: -Tcopy-mode-vi
1770619171.309631 yylex_token: end at WS
1770619171.309634 yylex_token: J
1770619171.309638 yylex_token: end at WS
1770619171.309641 yylex_token: send
1770619171.309644 yylex_token: end at WS
1770619171.309647 yylex_token: -X
1770619171.309651 yylex_token: end at WS
1770619171.309654 yylex_token: scroll-down
1770619171.309658 cmd_parse_build_commands 0:0: bind
1770619171.309661 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309664 cmd_parse_build_commands 0:2: J
1770619171.309668 cmd_parse_build_commands 0:3 0:0: send
1770619171.309671 cmd_parse_build_commands 0:3 0:1: -X
1770619171.309675 cmd_parse_build_commands 0:3 0:2: scroll-down
1770619171.309678 cmd_parse_build_commands 0:0: send
1770619171.309682 cmd_parse_build_commands 0:1: -X
1770619171.309685 cmd_parse_build_commands 0:2: scroll-down
1770619171.309689 args_parse_flags: next -X
1770619171.309693 args_parse_flags: -X
1770619171.309696 args_parse_flags: next scroll-down
1770619171.309699 args_parse: flags end at 2 of 3
1770619171.309702 args_parse: 2 = scroll-down (type STRING)
1770619171.309708 cmd_parse_build_commands: send-keys -X scroll-down
1770619171.309711 args_parse_flags: next -Tcopy-mode-vi
1770619171.309714 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309718 args_parse_flags: next J
1770619171.309721 args_parse: flags end at 2 of 4
1770619171.309724 args_parse: 2 = J (type STRING)
1770619171.309729 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1770619171.309736 cmd_parse_build_commands: bind-key -T copy-mode-vi J { send-keys -X scroll-down }
1770619171.309740 cmdq_get_command: [bind-key/0xac6cbd400] group 2352
1770619171.309744 cmdq_append <global>: [bind-key/0xac6cbd400]
1770619171.309747 yylex_token: end at WS
1770619171.309751 yylex_token: bind
1770619171.309755 yylex_token: end at WS
1770619171.309758 yylex_token: -Tcopy-mode-vi
1770619171.309761 yylex_token: end at WS
1770619171.309773 yylex_token: K
1770619171.309776 yylex_token: end at WS
1770619171.309780 yylex_token: send
1770619171.309783 yylex_token: end at WS
1770619171.309786 yylex_token: -X
1770619171.309790 yylex_token: end at WS
1770619171.309793 yylex_token: scroll-up
1770619171.309797 cmd_parse_build_commands 0:0: bind
1770619171.309800 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309803 cmd_parse_build_commands 0:2: K
1770619171.309807 cmd_parse_build_commands 0:3 0:0: send
1770619171.309810 cmd_parse_build_commands 0:3 0:1: -X
1770619171.309813 cmd_parse_build_commands 0:3 0:2: scroll-up
1770619171.309817 cmd_parse_build_commands 0:0: send
1770619171.309821 cmd_parse_build_commands 0:1: -X
1770619171.309824 cmd_parse_build_commands 0:2: scroll-up
1770619171.309828 args_parse_flags: next -X
1770619171.309832 args_parse_flags: -X
1770619171.309835 args_parse_flags: next scroll-up
1770619171.309838 args_parse: flags end at 2 of 3
1770619171.309842 args_parse: 2 = scroll-up (type STRING)
1770619171.309847 cmd_parse_build_commands: send-keys -X scroll-up
1770619171.309850 args_parse_flags: next -Tcopy-mode-vi
1770619171.309854 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309857 args_parse_flags: next K
1770619171.309860 args_parse: flags end at 2 of 4
1770619171.309863 args_parse: 2 = K (type STRING)
1770619171.309868 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1770619171.309876 cmd_parse_build_commands: bind-key -T copy-mode-vi K { send-keys -X scroll-up }
1770619171.309880 cmdq_get_command: [bind-key/0xac6cbd500] group 2360
1770619171.309883 cmdq_append <global>: [bind-key/0xac6cbd500]
1770619171.309887 yylex_token: end at WS
1770619171.309890 yylex_token: bind
1770619171.309894 yylex_token: end at WS
1770619171.309897 yylex_token: -Tcopy-mode-vi
1770619171.309901 yylex_token: end at WS
1770619171.309904 yylex_token: L
1770619171.309907 yylex_token: end at WS
1770619171.309910 yylex_token: send
1770619171.309914 yylex_token: end at WS
1770619171.309917 yylex_token: -X
1770619171.309921 yylex_token: end at WS
1770619171.309924 yylex_token: bottom-line
1770619171.309928 cmd_parse_build_commands 0:0: bind
1770619171.309931 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.309934 cmd_parse_build_commands 0:2: L
1770619171.309938 cmd_parse_build_commands 0:3 0:0: send
1770619171.309941 cmd_parse_build_commands 0:3 0:1: -X
1770619171.309944 cmd_parse_build_commands 0:3 0:2: bottom-line
1770619171.309948 cmd_parse_build_commands 0:0: send
1770619171.309951 cmd_parse_build_commands 0:1: -X
1770619171.309955 cmd_parse_build_commands 0:2: bottom-line
1770619171.309959 args_parse_flags: next -X
1770619171.309962 args_parse_flags: -X
1770619171.309965 args_parse_flags: next bottom-line
1770619171.309969 args_parse: flags end at 2 of 3
1770619171.309972 args_parse: 2 = bottom-line (type STRING)
1770619171.309982 cmd_parse_build_commands: send-keys -X bottom-line
1770619171.309985 args_parse_flags: next -Tcopy-mode-vi
1770619171.309989 args_parse_flag_argument: -T = copy-mode-vi
1770619171.309992 args_parse_flags: next L
1770619171.309995 args_parse: flags end at 2 of 4
1770619171.309999 args_parse: 2 = L (type STRING)
1770619171.310003 args_parse: 3 = send-keys -X bottom-line (type COMMANDS)
1770619171.310011 cmd_parse_build_commands: bind-key -T copy-mode-vi L { send-keys -X bottom-line }
1770619171.310015 cmdq_get_command: [bind-key/0xac6cbd600] group 2368
1770619171.310018 cmdq_append <global>: [bind-key/0xac6cbd600]
1770619171.310022 yylex_token: end at WS
1770619171.310025 yylex_token: bind
1770619171.310029 yylex_token: end at WS
1770619171.310032 yylex_token: -Tcopy-mode-vi
1770619171.310036 yylex_token: end at WS
1770619171.310039 yylex_token: M
1770619171.310042 yylex_token: end at WS
1770619171.310045 yylex_token: send
1770619171.310055 yylex_token: end at WS
1770619171.310058 yylex_token: -X
1770619171.310062 yylex_token: end at WS
1770619171.310065 yylex_token: middle-line
1770619171.310069 cmd_parse_build_commands 0:0: bind
1770619171.310072 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.310080 cmd_parse_build_commands 0:2: M
1770619171.310084 cmd_parse_build_commands 0:3 0:0: send
1770619171.310087 cmd_parse_build_commands 0:3 0:1: -X
1770619171.310090 cmd_parse_build_commands 0:3 0:2: middle-line
1770619171.310094 cmd_parse_build_commands 0:0: send
1770619171.310097 cmd_parse_build_commands 0:1: -X
1770619171.310101 cmd_parse_build_commands 0:2: middle-line
1770619171.310105 args_parse_flags: next -X
1770619171.310108 args_parse_flags: -X
1770619171.310112 args_parse_flags: next middle-line
1770619171.310115 args_parse: flags end at 2 of 3
1770619171.310118 args_parse: 2 = middle-line (type STRING)
1770619171.310123 cmd_parse_build_commands: send-keys -X middle-line
1770619171.310127 args_parse_flags: next -Tcopy-mode-vi
1770619171.310130 args_parse_flag_argument: -T = copy-mode-vi
1770619171.310134 args_parse_flags: next M
1770619171.310137 args_parse: flags end at 2 of 4
1770619171.310140 args_parse: 2 = M (type STRING)
1770619171.310145 args_parse: 3 = send-keys -X middle-line (type COMMANDS)
1770619171.310152 cmd_parse_build_commands: bind-key -T copy-mode-vi M { send-keys -X middle-line }
1770619171.310157 cmdq_get_command: [bind-key/0xac6cbd700] group 2376
1770619171.310160 cmdq_append <global>: [bind-key/0xac6cbd700]
1770619171.310164 yylex_token: end at WS
1770619171.310167 yylex_token: bind
1770619171.310171 yylex_token: end at WS
1770619171.310174 yylex_token: -Tcopy-mode-vi
1770619171.310177 yylex_token: end at WS
1770619171.310180 yylex_token: N
1770619171.310184 yylex_token: end at WS
1770619171.310187 yylex_token: send
1770619171.310190 yylex_token: end at WS
1770619171.310193 yylex_token: -X
1770619171.310197 yylex_token: end at WS
1770619171.310200 yylex_token: search-reverse
1770619171.310204 cmd_parse_build_commands 0:0: bind
1770619171.310208 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1770619171.310211 cmd_parse_build_commands 0:2: N
1770619171.310214 cmd_parse_build_commands 0:3 0:0: send
1770619171.310218 cmd_parse_build_commands 0:3 0:1: -X
1770619171.310221 cmd_parse_build_commands 0:3 0:2: search-reverse
1770619171.310225 cmd_parse_build_commands 0:0: send
1770619171.310228 cmd_parse_build_commands 0:1: -X
1770619171.310231 cmd_parse_build_commands 0:2: search-reverse
1770619171.310236 args_parse_flags: next -X
1770619171.310239 args_parse_flags: -X
1770619171.310242 args_parse_flags: next search-reverse
1770619171.310245 args_parse: flags end at 2 of 3
1770619171.310249 args_parse: 2 = search-reverse (type STRING)
1770619171.310254 cmd_parse_build_commands: send-keys -X search-reverse
1770619171.310257 args_parse_flags: next -Tcopy-mode-vi
1770619171.310261 args_parse_flag_argument: -T = copy-mode-vi
1770619171.310264 args_parse_flags: next N
1770619171.310267 args_parse: flags end at 2 of 4
1770619171.310271 args_parse: 2 = N (type STRING)
1770619171.310276 args_parse: 3 = send-keys -X search-reverse (type COMMANDS)
1770619171.310283 cmd_parse_build_commands: bind-key -T copy-mode-vi N { send-keys -X search-reverse }
1770619171.310295 cmdq_get_command: [bind-key/0xac6cbd800] group 2384
1770619171.310299 cmdq_append <global>: [bind-key/0xac6cbd800]
1770619171.310303 yylex_token: end at WS
1770619171.310306 yylex_token: bind
1770619171.310310 yylex_token: end at WS
1770619171.310313 yylex_token: -Tcopy-mode-vi
1770619171.310316 yylex_token: end at WS
1770619171.310319 yylex_token: P
